checkpoint,precision_w,recall_w,f1_w,precision_m,recall_m,f1_m
checkpoint-12936,0.7805996603359002,0.7752293577981652,0.7570168154715367,0.7670204064343347,0.6206821733632373,0.6411560507915998
checkpoint-4620,0.7673215513736865,0.7675840978593272,0.7508845290091689,0.7418577424044478,0.6007031168660744,0.6170871427592851
checkpoint-11550,0.7852978549123961,0.7798165137614679,0.7629573802904831,0.7707224764664127,0.6251200431857225,0.6464445403152211
checkpoint-8778,0.7822954485010263,0.7859327217125383,0.777051073522481,0.6955306949763712,0.6472906503778479,0.6596431458552091
checkpoint-13398,0.7879965950989168,0.7828746177370031,0.7675726363116351,0.7717976358286809,0.6288247751782956,0.6503780857663489
checkpoint-462,0.7685208519591203,0.7782874617737003,0.7722290821793071,0.5544941623372996,0.580096494115376,0.5661739395547204
checkpoint-9240,0.7783945557171632,0.7782874617737003,0.7621994568849306,0.7361292351675148,0.6209992608972913,0.6420485484600972
checkpoint-12012,0.7852978549123961,0.7798165137614679,0.7629573802904831,0.7707224764664127,0.6251200431857225,0.6464445403152211
checkpoint-1386,0.7849465431289266,0.7813455657492355,0.770333173969138,0.7623201287203846,0.6325685500138819,0.6517776802181072
checkpoint-1848,0.7680714913616687,0.7477064220183486,0.7094251155197095,0.8144091513852765,0.5451747723043086,0.5412927535840211
checkpoint-7392,0.7714190479260821,0.7675840978593272,0.7470092328488483,0.7617089591690767,0.6103719142597477,0.632335663790668
checkpoint-13860,0.788972843832564,0.7828746177370031,0.7670973527679092,0.7723901512585242,0.6280786230673793,0.6493707003090043
checkpoint-6930,0.7829401942508596,0.7828746177370031,0.7726763106583897,0.7214760815206663,0.6481935500138819,0.6625831712235184
checkpoint-9702,0.7862762789541854,0.7889908256880734,0.7774264589290165,0.7708035019825592,0.6302051023573201,0.6585033198406013
checkpoint-6468,0.7847495195039421,0.7752293577981652,0.7560055402621787,0.7705791257990566,0.6216298434815805,0.6402325125667072
checkpoint-11088,0.7928709917715183,0.7874617737003058,0.7729883598077182,0.7749593238657813,0.6337364800599524,0.6549423159094147
checkpoint-14322,0.7871866293291858,0.7844036697247706,0.7696261445897451,0.7405241624208738,0.6303040651191241,0.6482905026024398
checkpoint-10626,0.7809719311384101,0.7798165137614679,0.7639144540131082,0.7140653080600862,0.6258661952966389,0.639805480047545
checkpoint-12474,0.7856994987015505,0.7798165137614679,0.7621810206803094,0.7723221936589546,0.6243738910748061,0.6460688819494748
checkpoint-14784,0.787443393277488,0.7828746177370031,0.7681726984015305,0.7708172239289299,0.629570927289212,0.6510435484873561
checkpoint-6006,0.7560742729404006,0.7584097859327217,0.7366094063651303,0.7392285050483877,0.5825413149195717,0.604134088853339
checkpoint-3234,0.7834476810773632,0.7828746177370031,0.7665081510638224,0.7339285870770833,0.6661096396237138,0.6803827874204773
checkpoint-4158,0.780331799766605,0.7706422018348624,0.748207414586861,0.7731257835695536,0.615225834378091,0.6358858030086055
checkpoint-8316,0.7861219976641054,0.7813455657492355,0.762264925398341,0.7440052926345051,0.6248347118529733,0.6426313254137898
checkpoint-2310,0.7902438293445189,0.790519877675841,0.7837027851820054,0.7357156937287038,0.6417874057549151,0.6604322805758476
checkpoint-5082,0.770645044402011,0.7767584097859327,0.7636827348000649,0.7040570246044362,0.6191169349416092,0.6380791271049273
checkpoint-5544,0.773540588936026,0.7798165137614679,0.7670585782765033,0.7449932468516067,0.6333074154830901,0.6630177959232073
checkpoint-3696,0.7621676637605507,0.7675840978593272,0.752988132694171,0.7070608397600685,0.6392787675258984,0.6564720893710296
checkpoint-10164,0.773378606786635,0.7660550458715596,0.7441506617332232,0.7618692146909525,0.6110602816073505,0.6293786922368165
checkpoint-2772,0.7643844308592165,0.764525993883792,0.7428625585504849,0.7588777961326981,0.6044995249787434,0.6294717193701576
checkpoint-7854,0.7798153961698429,0.7798165137614679,0.762746019580518,0.7398972118433391,0.622206233786375,0.6438447623033277
checkpoint-924,0.7717314318003659,0.7293577981651376,0.6743168978618478,0.8170105207175248,0.5548977619774766,0.5511291481780922
